genesymbols	EXM	Prim
C2orf72	118.130946274218	2195.19230829579
CA3	4227.78259923439	47.7424706478291
CACNG4	1107.2069951904	19.891170755264
CADM1	1309.22001838642	21.5442946740296
CAMK1G	750.256304552419	27.4849066791907
CAPN2	4382.39217222654	108.232013814224
CAPN6	185.758410971614	1632.52029034913
CBLB	1203.18149643713	4761.67204550345
CCDC183	2573.76478159239	109.025593686968
CCDC69	1230.2595272293	147.461645470708
CCND2	2392.28066479971	51.0285708473225
CCNE1	1038.83755791606	7499.83977165535
CCNG2	1760.15636619794	84.7168476217294
CCR7	189.760314210142	6006.44859463645
CD274	17.4873147047876	1276.21974488496
CD300A	2158.89510851187	23.230712268333
CD55	135.468283163986	2142.36336253991
CD82	811.271030653224	18.0241629646092
CD9	11140.6765031697	746.990961296401
CDC6	111.176407597505	1107.65503124437
CDH10	2762.56919322355	47.8818207659745
CDH3	4257.86121458457	65.6001555083271
CDH5	84.6792751553321	5340.79460941373
CDRT4	1378.41853177809	62.5321897612807
CEBPB	2119.80333163565	7911.26492325132
CELSR1	3278.10671331295	76.5535456720524
CEP170B	200.974354407985	1147.29076981256
CHST11	876.899678219797	76.119837640251
CKS2	456.306143347717	3027.54263726026
CLEC1A	24.7097179481894	912.280455483618
CMTM7	817.319371480687	43.1845907772697
COBLL1	770.591197762354	3122.29151833494
COL12A1	1153.76636303595	20.235954030391
COL16A1	1703.17063250138	24.7404658670763
COL18A1	19099.3549881483	400.300878677925
COL1A1	12103.284590953	235.633129177988
COL1A2	9126.56553321343	446.105605950229
COL3A1	5718.81131231823	46.9672652549224
COL5A1	7637.28554175421	432.612403222542
COL5A2	2354.09058060193	124.004326371514
COL6A3	2862.1269302128	57.9861229465259
COL6A6	1961.39970908188	36.550164727335
CPE	5222.34233804435	69.994094511317
CPM	102.582843466543	2989.22963340922
CRABP2	1246.10615881649	39.4899837516506
CREB3L2	701.538196558927	1567.50335862097
CREG1	1865.56252099148	388.976270514216
CRIP2	15.3584228400474	1047.13271113195
CSF3R	471.10502361106	1412.79857299493
CTHRC1	2772.24635313113	22.4042177900104
CTSH	102.662899041631	1002.63122104721
CYP11A1	174.159548482821	2969.18834217768
CYP19A1	28.932641901073	1327.43733823493
CYTH3	92.1911275655271	748.144338205572
DACT1	2477.85203983146	38.0817365814878
DCAF12	366.077956616566	2258.43581414851
DCAF6	3493.30079733665	353.326016227331
DDHD1	996.718681155607	58.6332443542585
DDIT4	11418.680413761	2841.28392536624
DEDD2	455.335980659621	1707.33377511571
DENND4A	1073.49288628324	104.64891414855
DEPP1	665.864560112791	6753.73737645224
DHRS3	1050.2786786616	146.315738029329
DKK3	688.836415175595	25.1224658416468
DLC1	2021.81355392547	58.948386547261
DLK2	600.330800195505	4.02103922864615
DLX2	1214.31132533645	13.6765781820784
DLX3	337.323565856412	3847.80866293884
DNAJB9	212.341352176496	1439.3474032053
DNAJC3	244.723696745467	1226.44824697114
DOK4	8880.1937151428	254.705544714522
DPYSL3	2767.40517974824	28.3071196237043
DSP	12697.3061438894	3170.01660381688
DUSP9	38.9679495303205	1000.60726375807
DYSF	99.8007004522947	2853.1075648582
