genesymbols	EXM	Prim	CTB
CYP11A1	171.652750461304	3009.28543070955	1504.12254634358
CYP19A1	29.8151668737456	1361.52606814536	41.565353777553
CYP1A1	209.082554444501	59.9205925643921	1946.96106932319
CYTH3	95.9804473812861	728.48634548007	230.853527366833
CYYR1	34.2823569049727	546.330900434905	167.360199474552
DACT1	2535.719357605	35.4901082024046	67.0305304936242
DCAF12	366.6825585719	2247.75194582815	787.153336668856
DDHD1	1015.96101234058	62.5353882876803	920.155019764165
DDIT4	11647.5792369162	2895.79426526986	6925.78872057655
DEDD2	459.458948754648	1700.79316937501	1244.9133925854
DEF6	245.814981441651	70.4222456718279	1504.18821205807
DENND2A	533.514161635803	82.3824816512635	2526.28472228258
DENND3	45.6090201587055	11.8605370550801	398.164813935255
DEPDC1B	156.475477499278	1033.28154105242	743.1611410944
DEPP1	692.565926609456	6856.86366216067	909.514546732803
DIAPH3	212.559303598184	46.34579512678	759.998875551571
DKK3	686.231770603122	23.008912340756	157.889987787142
DLC1	2090.99491881407	62.4470913791633	1047.09291493259
DLG4	689.245382495208	86.6367138276919	382.197742477296
DLGAP5	263.240409418609	23.1537765418336	821.640254015009
